method_name,num_params,line_number,num_calls,num_locals,num_returns,num_invocations,body_size,num_control_structures,full_name
addSubTreeModel,2,Some(74),25,5,1,25,78,5,uci.uml.ui.TreeModelComposite.addSubTreeModel:<unresolvedSignature>(1)
removeSubTreeModel,2,Some(97),2,0,0,2,14,0,uci.uml.ui.TreeModelComposite.removeSubTreeModel:<unresolvedSignature>(1)
getSubTreeModels,1,Some(102),1,0,1,1,11,0,uci.uml.ui.TreeModelComposite.getSubTreeModels:java.util.Vector()
calcFlatChildren,1,Some(104),4,0,0,4,16,0,uci.uml.ui.TreeModelComposite.calcFlatChildren:void()
addFlatChildren,2,Some(109),17,1,1,17,60,3,uci.uml.ui.TreeModelComposite.addFlatChildren:void(java.lang.Object)
getName,1,Some(123),1,0,1,1,11,0,uci.uml.ui.TreeModelComposite.getName:java.lang.String()
setName,2,Some(124),2,0,0,2,14,0,uci.uml.ui.TreeModelComposite.setName:void(java.lang.String)
getRoot,1,Some(129),1,0,1,1,11,0,uci.uml.ui.TreeModelComposite.getRoot:java.lang.Object()
setRoot,2,Some(131),2,0,0,2,14,0,uci.uml.ui.TreeModelComposite.setRoot:void(java.lang.Object)
getChild,3,Some(134),23,3,3,23,82,3,uci.uml.ui.TreeModelComposite.getChild:java.lang.Object(java.lang.Object,int)
getChildCount,2,Some(149),19,3,2,19,64,2,uci.uml.ui.TreeModelComposite.getChildCount:int(java.lang.Object)
getIndexOfChild,3,Some(162),26,4,3,26,89,3,uci.uml.ui.TreeModelComposite.getIndexOfChild:int(java.lang.Object,java.lang.Object)
isLeaf,2,Some(188),12,2,2,12,47,2,uci.uml.ui.TreeModelComposite.isLeaf:boolean(java.lang.Object)
isAlwaysLeaf,2,Some(199),0,0,1,0,11,0,uci.uml.ui.TreeModelComposite.isAlwaysLeaf:boolean(java.lang.Object)
valueForPathChanged,3,Some(211),0,0,0,0,11,0,uci.uml.ui.TreeModelComposite.valueForPathChanged:<unresolvedSignature>(2)
addTreeModelListener,2,Some(212),0,0,0,0,9,0,uci.uml.ui.TreeModelComposite.addTreeModelListener:<unresolvedSignature>(1)
removeTreeModelListener,2,Some(213),0,0,0,0,9,0,uci.uml.ui.TreeModelComposite.removeTreeModelListener:<unresolvedSignature>(1)
toString,1,Some(219),4,0,2,4,21,2,uci.uml.ui.TreeModelComposite.toString:java.lang.String()
setVisible,2,Some(134),2,0,0,2,14,0,org.eclipse.ui.internal.presentations.util.ProxyControl.setVisible:void(boolean)
<init>,2,Some(163),45,1,0,45,112,0,org.eclipse.ui.internal.presentations.util.ProxyControl.<init>:void(org.eclipse.swt.widgets.Composite)
setTargetControl,2,Some(200),3,0,0,3,17,0,org.eclipse.ui.internal.presentations.util.ProxyControl.setTargetControl:void(org.eclipse.swt.widgets.Control)
internalSetTargetControl,2,Some(205),54,0,0,54,152,8,org.eclipse.ui.internal.presentations.util.ProxyControl.internalSetTargetControl:void(org.eclipse.swt.widgets.Control)
setTarget,2,Some(245),7,0,0,7,30,2,org.eclipse.ui.internal.presentations.util.ProxyControl.setTarget:void(org.eclipse.ui.internal.layout.SizeCache)
getControl,1,Some(260),1,0,1,1,11,0,org.eclipse.ui.internal.presentations.util.ProxyControl.getControl:org.eclipse.swt.widgets.Control()
getTarget,1,Some(264),1,0,1,1,11,0,org.eclipse.ui.internal.presentations.util.ProxyControl.getTarget:org.eclipse.swt.widgets.Control()
layout,1,Some(271),20,3,1,20,54,1,org.eclipse.ui.internal.presentations.util.ProxyControl.layout:void()
layout,3,Some(171),1,0,0,1,13,0,org.eclipse.ui.internal.presentations.util.ProxyControl.<init>.Layout$0.layout:void(org.eclipse.swt.widgets.Composite,boolean)
computeSize,5,Some(176),15,1,3,15,63,2,org.eclipse.ui.internal.presentations.util.ProxyControl.<init>.Layout$0.computeSize:org.eclipse.swt.graphics.Point(org.eclipse.swt.widgets.Composite,int,int,boolean)
<init>,2,Some(170),2,0,0,2,14,0,org.eclipse.ui.internal.presentations.util.ProxyControl.<init>.Layout$0.<init>:void()
widgetDisposed,2,Some(105),11,0,0,11,35,1,org.eclipse.ui.internal.presentations.util.ProxyControl.disposeListener.DisposeListener$1.widgetDisposed:void(org.eclipse.swt.events.DisposeEvent)
<init>,2,Some(104),2,0,0,2,14,0,org.eclipse.ui.internal.presentations.util.ProxyControl.disposeListener.DisposeListener$1.<init>:void()
handleEvent,2,Some(114),14,0,0,14,41,1,org.eclipse.ui.internal.presentations.util.ProxyControl.visibilityListener.Listener$2.handleEvent:void(org.eclipse.swt.widgets.Event)
<init>,2,Some(112),2,0,0,2,14,0,org.eclipse.ui.internal.presentations.util.ProxyControl.visibilityListener.Listener$2.<init>:void()
controlMoved,2,Some(144),1,0,0,1,11,0,org.eclipse.ui.internal.presentations.util.ProxyControl.controlListener.ControlListener$3.controlMoved:void(org.eclipse.swt.events.ControlEvent)
controlResized,2,Some(148),0,0,0,0,9,0,org.eclipse.ui.internal.presentations.util.ProxyControl.controlListener.ControlListener$3.controlResized:void(org.eclipse.swt.events.ControlEvent)
<init>,2,Some(142),2,0,0,2,14,0,org.eclipse.ui.internal.presentations.util.ProxyControl.controlListener.ControlListener$3.<init>:void()
updateActivePart,2,Some(173),80,4,2,80,242,18,org.eclipse.ui.internal.WorkbenchPage$ActionSwitcher.updateActivePart:void(org.eclipse.ui.IWorkbenchPart)
updateTopEditor,2,Some(249),35,3,2,35,113,7,org.eclipse.ui.internal.WorkbenchPage$ActionSwitcher.updateTopEditor:void(org.eclipse.ui.IEditorPart)
activateContributions,3,Some(292),7,2,0,7,28,0,org.eclipse.ui.internal.WorkbenchPage$ActionSwitcher.activateContributions:void(org.eclipse.ui.IWorkbenchPart,boolean)
deactivateContributions,3,Some(311),7,2,0,7,28,0,org.eclipse.ui.internal.WorkbenchPage$ActionSwitcher.deactivateContributions:void(org.eclipse.ui.IWorkbenchPart,boolean)
calculateActionSets,3,Some(329),31,3,1,31,89,4,org.eclipse.ui.internal.WorkbenchPage$ActionSwitcher.calculateActionSets:java.util.ArrayList(org.eclipse.ui.IWorkbenchPart,org.eclipse.ui.IEditorPart)
updateActionSets,2,Some(366),36,1,3,36,106,4,org.eclipse.ui.internal.WorkbenchPage$ActionSwitcher.updateActionSets:boolean(java.util.ArrayList)
<init>,2,Some(162),7,0,0,7,23,0,org.eclipse.ui.internal.WorkbenchPage$ActionSwitcher.<init>:void()
<init>,4,Some(410),63,1,0,63,143,1,org.eclipse.ui.internal.WorkbenchPage.<init>:void(org.eclipse.ui.internal.WorkbenchWindow,java.lang.String,org.eclipse.core.runtime.IAdaptable)
<init>,3,Some(426),57,0,0,57,124,0,org.eclipse.ui.internal.WorkbenchPage.<init>:void(org.eclipse.ui.internal.WorkbenchWindow,org.eclipse.core.runtime.IAdaptable)
activate,2,Some(438),22,0,2,22,72,6,org.eclipse.ui.internal.WorkbenchPage.activate:void(org.eclipse.ui.IWorkbenchPart)
activatePart,2,Some(466),5,1,0,5,24,0,org.eclipse.ui.internal.WorkbenchPage.activatePart:void(org.eclipse.ui.IWorkbenchPart)
addFastView,2,Some(483),20,1,1,20,62,3,org.eclipse.ui.internal.WorkbenchPage.addFastView:void(org.eclipse.ui.IViewReference)
addPartListener,2,Some(511),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.addPartListener:void(org.eclipse.ui.IPartListener)
addPartListener,2,Some(517),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.addPartListener:void(org.eclipse.ui.IPartListener2)
addPropertyChangeListener,2,Some(530),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.addPropertyChangeListener:void(org.eclipse.jface.util.IPropertyChangeListener)
addSelectionListener,2,Some(536),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.addSelectionListener:void(org.eclipse.ui.ISelectionListener)
addSelectionListener,3,Some(543),2,0,0,2,17,0,org.eclipse.ui.internal.WorkbenchPage.addSelectionListener:void(java.lang.String,org.eclipse.ui.ISelectionListener)
addPostSelectionListener,2,Some(551),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.addPostSelectionListener:void(org.eclipse.ui.ISelectionListener)
addPostSelectionListener,3,Some(558),2,0,0,2,17,0,org.eclipse.ui.internal.WorkbenchPage.addPostSelectionListener:void(java.lang.String,org.eclipse.ui.ISelectionListener)
bringToTop,2,Some(570),40,5,2,40,132,9,org.eclipse.ui.internal.WorkbenchPage.bringToTop:void(org.eclipse.ui.IWorkbenchPart)
busyResetPerspective,1,Some(612),42,5,3,42,125,5,org.eclipse.ui.internal.WorkbenchPage.busyResetPerspective:void()
busySetPerspective,2,Some(680),17,3,1,17,67,4,org.eclipse.ui.internal.WorkbenchPage.busySetPerspective:void(org.eclipse.ui.IPerspectiveDescriptor)
busyShowView,4,Some(705),28,3,3,28,119,10,org.eclipse.ui.internal.WorkbenchPage.busyShowView:org.eclipse.ui.IViewPart(java.lang.String,java.lang.String,int)
certifyPart,2,Some(747),18,2,4,18,62,3,org.eclipse.ui.internal.WorkbenchPage.certifyPart:boolean(org.eclipse.ui.IWorkbenchPart)
close,1,Some(765),7,2,1,7,29,0,org.eclipse.ui.internal.WorkbenchPage.close:boolean()
closeAllSavedEditors,1,Some(777),22,5,2,22,77,3,org.eclipse.ui.internal.WorkbenchPage.closeAllSavedEditors:boolean()
closeAllEditors,2,Some(799),2,0,1,2,15,0,org.eclipse.ui.internal.WorkbenchPage.closeAllEditors:boolean(boolean)
closeEditors,3,Some(806),69,7,2,69,220,15,org.eclipse.ui.internal.WorkbenchPage.closeEditors:<unresolvedSignature>(2)
closeEditor,3,Some(878),9,1,2,9,41,1,org.eclipse.ui.internal.WorkbenchPage.closeEditor:boolean(org.eclipse.ui.IEditorReference,boolean)
closeEditor,3,Some(890),55,6,3,55,180,12,org.eclipse.ui.internal.WorkbenchPage.closeEditor:boolean(org.eclipse.ui.IEditorPart,boolean)
closePerspective,3,Some(975),4,1,0,4,26,1,org.eclipse.ui.internal.WorkbenchPage.closePerspective:void(org.eclipse.ui.IPerspectiveDescriptor,boolean)
closePerspective,4,Some(991),27,1,1,27,79,5,org.eclipse.ui.internal.WorkbenchPage.closePerspective:<unresolvedSignature>(3)
closeAllPerspectives,1,Some(1022),22,2,2,22,64,4,org.eclipse.ui.internal.WorkbenchPage.closeAllPerspectives:void()
createClientComposite,1,Some(1049),21,1,0,21,54,0,org.eclipse.ui.internal.WorkbenchPage.createClientComposite:void()
createPerspective,2,Some(1064),35,4,2,35,112,6,org.eclipse.ui.internal.WorkbenchPage.createPerspective:<unresolvedSignature>(1)
openTracker,2,Some(1092),4,1,0,4,22,1,org.eclipse.ui.internal.WorkbenchPage.openTracker:<unresolvedSignature>(1)
addPart,2,Some(1100),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.addPart:void(org.eclipse.ui.IWorkbenchPartReference)
removePart,2,Some(1106),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.removePart:void(org.eclipse.ui.IWorkbenchPartReference)
deactivatePart,2,Some(1112),6,1,0,6,25,1,org.eclipse.ui.internal.WorkbenchPage.deactivatePart:void(org.eclipse.ui.IWorkbenchPart)
disposePart,2,Some(1118),6,2,0,6,27,0,org.eclipse.ui.internal.WorkbenchPage.disposePart:void(org.eclipse.ui.IWorkbenchPartReference)
dispose,1,Some(1132),69,7,0,69,182,6,org.eclipse.ui.internal.WorkbenchPage.dispose:void()
disposePerspective,2,Some(1193),23,3,0,23,71,2,org.eclipse.ui.internal.WorkbenchPage.disposePerspective:<unresolvedSignature>(1)
getNavigationHistory,1,Some(1218),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getNavigationHistory:org.eclipse.ui.INavigationHistory()
editActionSets,1,Some(1225),20,3,2,20,64,2,org.eclipse.ui.internal.WorkbenchPage.editActionSets:boolean()
findPerspective,2,Some(1246),11,2,2,11,39,2,org.eclipse.ui.internal.WorkbenchPage.findPerspective:<unresolvedSignature>(1)
findView,2,Some(1258),14,4,2,14,53,2,org.eclipse.ui.internal.WorkbenchPage.findView:org.eclipse.ui.IViewPart(java.lang.String)
findViewReference,2,Some(1275),1,0,1,1,14,0,org.eclipse.ui.internal.WorkbenchPage.findViewReference:org.eclipse.ui.IViewReference(java.lang.String)
findViewReference,3,Some(1282),4,1,2,4,28,1,org.eclipse.ui.internal.WorkbenchPage.findViewReference:org.eclipse.ui.IViewReference(java.lang.String,java.lang.String)
firePartActivated,2,Some(1292),16,1,0,16,54,2,org.eclipse.ui.internal.WorkbenchPage.firePartActivated:void(org.eclipse.ui.IWorkbenchPart)
firePartBroughtToTop,2,Some(1306),16,1,0,16,54,2,org.eclipse.ui.internal.WorkbenchPage.firePartBroughtToTop:void(org.eclipse.ui.IWorkbenchPart)
firePartClosed,2,Some(1320),16,2,0,16,58,3,org.eclipse.ui.internal.WorkbenchPage.firePartClosed:void(org.eclipse.ui.IWorkbenchPartReference)
firePartDeactivated,2,Some(1337),16,1,0,16,54,2,org.eclipse.ui.internal.WorkbenchPage.firePartDeactivated:void(org.eclipse.ui.IWorkbenchPart)
firePartOpened,2,Some(1351),16,1,0,16,54,2,org.eclipse.ui.internal.WorkbenchPage.firePartOpened:void(org.eclipse.ui.IWorkbenchPart)
firePartInputChanged,2,Some(1365),14,1,0,14,49,2,org.eclipse.ui.internal.WorkbenchPage.firePartInputChanged:void(org.eclipse.ui.IWorkbenchPart)
firePropertyChange,4,Some(1385),13,2,0,13,50,1,org.eclipse.ui.internal.WorkbenchPage.firePropertyChange:void(java.lang.String,java.lang.Object,java.lang.Object)
getActionBars,1,Some(1400),9,0,1,9,30,1,org.eclipse.ui.internal.WorkbenchPage.getActionBars:org.eclipse.ui.IActionBars()
getActionSets,1,Some(1408),5,1,2,5,25,2,org.eclipse.ui.internal.WorkbenchPage.getActionSets:<unresolvedSignature>(0)
getActiveEditor,1,Some(1419),2,0,1,2,11,0,org.eclipse.ui.internal.WorkbenchPage.getActiveEditor:org.eclipse.ui.IEditorPart()
getActivePart,1,Some(1425),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getActivePart:org.eclipse.ui.IWorkbenchPart()
getActivePartReference,1,Some(1431),2,0,1,2,13,0,org.eclipse.ui.internal.WorkbenchPage.getActivePartReference:org.eclipse.ui.IWorkbenchPartReference()
getActivePerspective,1,Some(1438),2,0,1,2,12,0,org.eclipse.ui.internal.WorkbenchPage.getActivePerspective:<unresolvedSignature>(0)
getClientComposite,1,Some(1444),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getClientComposite:org.eclipse.swt.widgets.Composite()
getEditorManager,1,Some(1451),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getEditorManager:org.eclipse.ui.internal.EditorManager()
getPerspectivePresentation,1,Some(1457),4,0,2,4,19,1,org.eclipse.ui.internal.WorkbenchPage.getPerspectivePresentation:<unresolvedSignature>(0)
getEditorPresentation,1,Some(1465),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getEditorPresentation:<unresolvedSignature>(0)
getEditors,1,Some(1471),19,5,1,19,53,0,org.eclipse.ui.internal.WorkbenchPage.getEditors:<unresolvedSignature>(0)
getDirtyEditors,1,Some(1489),2,0,1,2,11,0,org.eclipse.ui.internal.WorkbenchPage.getDirtyEditors:<unresolvedSignature>(0)
findEditor,2,Some(1492),2,0,1,2,14,0,org.eclipse.ui.internal.WorkbenchPage.findEditor:org.eclipse.ui.IEditorPart(org.eclipse.ui.IEditorInput)
getEditorReferences,1,Some(1498),2,0,1,2,11,0,org.eclipse.ui.internal.WorkbenchPage.getEditorReferences:<unresolvedSignature>(0)
getFastViews,1,Some(1504),5,1,2,5,25,2,org.eclipse.ui.internal.WorkbenchPage.getFastViews:<unresolvedSignature>(0)
getInput,1,Some(1514),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getInput:org.eclipse.core.runtime.IAdaptable()
getLabel,1,Some(1521),28,3,1,28,86,5,org.eclipse.ui.internal.WorkbenchPage.getLabel:java.lang.String()
getNewWizardActionIds,1,Some(1539),7,2,2,7,31,2,org.eclipse.ui.internal.WorkbenchPage.getNewWizardActionIds:java.util.ArrayList()
getPerspective,1,Some(1549),7,1,3,7,35,3,org.eclipse.ui.internal.WorkbenchPage.getPerspective:org.eclipse.ui.IPerspectiveDescriptor()
getPerspectiveActionIds,1,Some(1561),7,2,2,7,31,2,org.eclipse.ui.internal.WorkbenchPage.getPerspectiveActionIds:java.util.ArrayList()
getSelection,1,Some(1571),2,0,1,2,12,0,org.eclipse.ui.internal.WorkbenchPage.getSelection:org.eclipse.jface.viewers.ISelection()
getSelection,2,Some(1578),2,0,1,2,15,0,org.eclipse.ui.internal.WorkbenchPage.getSelection:org.eclipse.jface.viewers.ISelection(java.lang.String)
getShowInPartIds,1,Some(1586),7,2,2,7,31,2,org.eclipse.ui.internal.WorkbenchPage.getShowInPartIds:java.util.ArrayList()
performedShowIn,2,Some(1598),4,1,0,4,22,1,org.eclipse.ui.internal.WorkbenchPage.performedShowIn:void(java.lang.String)
sortShowInPartIds,2,Some(1608),7,2,0,7,32,1,org.eclipse.ui.internal.WorkbenchPage.sortShowInPartIds:void(java.util.ArrayList)
getShowViewActionIds,1,Some(1624),7,2,2,7,31,2,org.eclipse.ui.internal.WorkbenchPage.getShowViewActionIds:java.util.ArrayList()
getUnprotectedWindow,1,Some(1634),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getUnprotectedWindow:org.eclipse.ui.internal.WorkbenchWindow()
getViewFactory,1,Some(1640),10,0,1,10,31,1,org.eclipse.ui.internal.WorkbenchPage.getViewFactory:<unresolvedSignature>(0)
getViewReferences,1,Some(1653),5,1,2,5,25,2,org.eclipse.ui.internal.WorkbenchPage.getViewReferences:<unresolvedSignature>(0)
getViews,1,Some(1663),24,5,2,24,75,3,org.eclipse.ui.internal.WorkbenchPage.getViews:<unresolvedSignature>(0)
getWorkbenchWindow,1,Some(1681),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getWorkbenchWindow:org.eclipse.ui.IWorkbenchWindow()
getWorkingSet,1,Some(1691),1,0,1,1,11,0,org.eclipse.ui.internal.WorkbenchPage.getWorkingSet:org.eclipse.ui.IWorkingSet()
hideActionSet,2,Some(1698),9,1,0,9,34,1,org.eclipse.ui.internal.WorkbenchPage.hideActionSet:void(java.lang.String)
hideView,2,Some(1713),8,1,1,8,38,3,org.eclipse.ui.internal.WorkbenchPage.hideView:void(org.eclipse.ui.IViewReference)
refreshActiveView,1,Some(1724),8,1,0,8,33,3,org.eclipse.ui.internal.WorkbenchPage.refreshActiveView:void()
hideView,2,Some(1739),25,3,2,25,82,6,org.eclipse.ui.internal.WorkbenchPage.hideView:void(org.eclipse.ui.IViewPart)
hideView,3,Some(1766),21,1,0,21,62,1,org.eclipse.ui.internal.WorkbenchPage.hideView:<unresolvedSignature>(2)
lastPartClosePerspective,1,Some(1801),14,1,0,14,42,2,org.eclipse.ui.internal.WorkbenchPage.lastPartClosePerspective:void()
init,4,Some(1819),36,3,1,36,106,3,org.eclipse.ui.internal.WorkbenchPage.init:void(org.eclipse.ui.internal.WorkbenchWindow,java.lang.String,org.eclipse.core.runtime.IAdaptable)
isPartVisible,2,Some(1849),4,0,1,4,16,0,org.eclipse.ui.internal.WorkbenchPage.isPartVisible:boolean(org.eclipse.ui.IWorkbenchPart)
isEditorAreaVisible,1,Some(1855),4,1,2,4,22,1,org.eclipse.ui.internal.WorkbenchPage.isEditorAreaVisible:boolean()
isFastView,2,Some(1864),4,1,2,4,27,2,org.eclipse.ui.internal.WorkbenchPage.isFastView:boolean(org.eclipse.ui.IViewReference)
isFixedView,2,Some(1874),4,1,2,4,27,2,org.eclipse.ui.internal.WorkbenchPage.isFixedView:boolean(org.eclipse.ui.IViewReference)
isFixedLayout,1,Some(1885),4,1,2,4,24,2,org.eclipse.ui.internal.WorkbenchPage.isFixedLayout:boolean()
getActiveFastView,1,Some(1896),4,1,2,4,24,2,org.eclipse.ui.internal.WorkbenchPage.getActiveFastView:org.eclipse.ui.IViewReference()
isSaveNeeded,1,Some(1906),2,0,1,2,11,0,org.eclipse.ui.internal.WorkbenchPage.isSaveNeeded:boolean()
isZoomed,1,Some(1912),7,1,3,7,31,2,org.eclipse.ui.internal.WorkbenchPage.isZoomed:boolean()
needToZoomOut,2,Some(1930),22,3,5,22,75,5,org.eclipse.ui.internal.WorkbenchPage.needToZoomOut:boolean(org.eclipse.ui.IWorkbenchPart)
onActivate,1,Some(1955),75,8,0,75,214,12,org.eclipse.ui.internal.WorkbenchPage.onActivate:void()
onDeactivate,1,Some(2008),28,2,0,28,78,3,org.eclipse.ui.internal.WorkbenchPage.onDeactivate:void()
reuseEditor,3,Some(2028),2,0,0,2,17,0,org.eclipse.ui.internal.WorkbenchPage.reuseEditor:void(org.eclipse.ui.IReusableEditor,org.eclipse.ui.IEditorInput)
openEditor,3,Some(2035),1,0,1,1,17,0,org.eclipse.ui.internal.WorkbenchPage.openEditor:org.eclipse.ui.IEditorPart(org.eclipse.ui.IEditorInput,java.lang.String)
openEditor,4,Some(2042),23,4,1,23,77,2,org.eclipse.ui.internal.WorkbenchPage.openEditor:org.eclipse.ui.IEditorPart(org.eclipse.ui.IEditorInput,java.lang.String,boolean)
busyOpenEditor,4,Some(2072),74,8,4,74,248,19,org.eclipse.ui.internal.WorkbenchPage.busyOpenEditor:org.eclipse.ui.IEditorPart(org.eclipse.ui.IEditorInput,java.lang.String,boolean)
showEditor,3,Some(2172),4,0,0,4,28,2,org.eclipse.ui.internal.WorkbenchPage.showEditor:void(boolean,org.eclipse.ui.IEditorPart)
isEditorPinned,2,Some(2183),4,0,1,4,16,0,org.eclipse.ui.internal.WorkbenchPage.isEditorPinned:boolean(org.eclipse.ui.IEditorPart)
partChangeAffectsZoom,2,Some(2192),10,1,1,10,33,1,org.eclipse.ui.internal.WorkbenchPage.partChangeAffectsZoom:boolean(org.eclipse.ui.IWorkbenchPartReference)
removeFastView,2,Some(2202),12,1,1,12,43,2,org.eclipse.ui.internal.WorkbenchPage.removeFastView:void(org.eclipse.ui.IViewReference)
removePartListener,2,Some(2224),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.removePartListener:void(org.eclipse.ui.IPartListener)
removePartListener,2,Some(2230),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.removePartListener:void(org.eclipse.ui.IPartListener2)
removePropertyChangeListener,2,Some(2243),2,0,0,2,14,0,org.eclipse.ui.internal.WorkbenchPage.removePropertyChangeListener:void(org.eclipse.jface.util.IPropertyChangeListener)
